"Year","SASAP.Region","city","lat","lng","total","speak_only_english","german","yiddish","greek","indic","italian","french_or_french_creole","portuguese_or_portuguese_creole","spanish_or_spanish_creole","polish","russian","south_slavic","arabic","tagalog","chinese","hungarian","japanese","korean","vietnamese","other_and_unspecified_languages","french_incl_patois_cajun","french_creole","other_west_germanic_languages","scandinavian_languages","serbo_croatian","other_slavic_languages","armenian","persian","gujarati","hindi","urdu","other_indic_languages","other_indo_european_languages","mon_khmer_cambodian","hmong","thai","laotian","other_asian_languages","other_pacific_island_languages","navajo","other_native_north_american_languages","hebrew","african_languages","data_file_year"
1990,"Cook Inlet","Chase",62.4491667,-150.1016667,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Kuskokwim","Chefornak",60.16,-164.2658333,320,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,241,NA,NA,"1990"
1990,"Prince William Sound","Chenega",60.0663707,-148.012387,94,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,12,NA,NA,"1990"
1990,"Yukon","Chevak",61.5277778,-165.5863889,598,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,433,NA,NA,"1990"
1990,"Cook Inlet","Chickaloon",61.7966667,-148.4627778,145,119,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Chignik","Chignik",56.2952778,-158.4022222,188,122,3,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,"1990"
1990,"Chignik","Chignik Lagoon",56.3084393,-158.5302391,53,54,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,7,NA,NA,"1990"
1990,"Chignik","Chignik Lake",56.2555556,-158.7625,133,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,NA,NA,"1990"
1990,"Kodiak","Chiniak",57.6319444,-152.1825,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Copper River","Chistochina",62.5717828,-144.6541704,60,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,11,NA,NA,"1990"
1990,"Copper River","Chitina",61.5158333,-144.4369444,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Kuskokwim","Chuathbaluk",61.5719444,-159.245,97,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,37,NA,NA,"1990"
1990,"Yukon","Circle",65.8255556,-144.0605556,73,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,14,NA,NA,"1990"
1990,"Yukon","Circle Hot Springs Station",65.4702778,-144.6891667,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Cook Inlet","Clam Gulch",60.2311111,-151.3936111,79,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Bristol Bay","Clarks Point",58.8441667,-158.5508333,60,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,12,NA,NA,"1990"
1990,"Southeast","Coffman Cove",56.0138889,-132.8277778,186,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,"1990"
1990,"Cook Inlet","Cohoe",60.3686111,-151.3063889,508,437,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,19,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Alaska Peninsula and Aleutian Islands","Cold Bay",55.1858333,-162.7211111,148,123,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Yukon","College",64.8569444,-147.8027778,11249,9451,84,0,0,49,12,60,0,94,13,0,7,0,7,114,0,39,64,0,26,NA,NA,7,83,NA,0,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,161,NA,NA,"1990"
1990,"Cook Inlet","Cooper Landing",60.49,-149.8341667,243,189,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,13,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,10,NA,NA,"1990"
1990,"Copper River","Copper Center",61.9769598,-145.3297294,449,332,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,NA,NA,"1990"
1990,"Copper River","Copperville",62.0438889,-145.4205556,163,143,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,14,NA,NA,"1990"
1990,"Prince William Sound","Cordova",60.5427778,-145.7575,2110,1719,14,0,2,0,2,6,0,49,0,2,0,2,83,6,5,0,2,0,11,NA,NA,0,4,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,NA,NA,"1990"
1990,"Southeast","Covenant Life",59.4172222,-136.025,47,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Southeast","Craig",55.4763889,-133.1483333,1260,1101,5,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Kuskokwim","Crooked Creek",61.87,-158.1108333,106,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,38,NA,NA,"1990"
1990,"Cook Inlet","Crown Point",60.4222222,-149.3666667,62,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Southeast","Cube Cove",57.935,-134.7111111,156,132,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Arctic","Deadhorse",70.2055556,-148.5116667,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Kotzebue","Deering",66.0755556,-162.7172222,157,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,NA,NA,"1990"
1990,"Yukon","Delta Junction",64.0377778,-145.7322222,652,570,9,0,7,0,0,12,0,6,0,0,0,0,0,0,0,2,0,0,2,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,3,NA,NA,"1990"
1990,"Bristol Bay","Dillingham",59.0397222,-158.4575,2017,1428,11,0,0,0,0,0,0,20,0,0,0,0,0,5,0,2,0,0,17,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,294,NA,NA,"1990"
1990,"Kotzebue","Diomede",65.7581,-168.952,178,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,63,NA,NA,"1990"
1990,"Southeast","Dora Bay",55.1888889,-132.2952778,57,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Yukon","Dot Lake",63.6613889,-144.0644444,70,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,13,NA,NA,"1990"
1990,"Yukon","Dry Creek",63.6533333,-144.6652778,106,76,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Yukon","Eagle",64.7880556,-141.2,168,144,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Yukon","Eagle Village",64.7805556,-141.1136111,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,8,NA,NA,"1990"
1990,"Southeast","Edna Bay",55.9488889,-133.6622222,86,82,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Kuskokwim","Eek",60.2188889,-162.0244444,254,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,212,NA,NA,"1990"
1990,"Bristol Bay","Egegik",58.2155556,-157.3758333,122,92,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,2,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,16,NA,NA,"1990"
1990,"Yukon","Eielson AFB",NA,NA,5251,4127,15,0,7,0,0,6,0,62,0,9,0,0,61,0,0,13,45,10,45,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Bristol Bay","Ekwok",59.3497222,-157.4752778,77,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,28,NA,NA,"1990"
1990,"Southeast","Elfin Cove",58.1944444,-136.3433333,57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Norton Sound","Elim",64.6175,-162.2605556,264,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,41,NA,NA,"1990"
1990,"Yukon","Emmonak",62.7777778,-164.5230556,642,217,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,4,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,255,NA,NA,"1990"
1990,"Cook Inlet","English Bay",NA,NA,158,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,72,NA,NA,"1990"
1990,"Yukon","Ester",64.8472222,-148.0144444,147,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Yukon","Evansville",66.9227778,-151.5080556,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,"1990"
1990,"Prince William Sound","Eyak",NA,NA,172,136,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Yukon","Fairbanks",64.8377778,-147.7163889,30843,24512,386,0,0,0,17,159,49,989,0,0,44,6,125,36,7,21,378,0,107,NA,NA,13,48,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,595,NA,NA,"1990"
1990,"Alaska Peninsula and Aleutian Islands","False Pass",54.8508333,-163.415,68,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,"1990"
1990,"Yukon","Ferry",64.0166667,-149.1166667,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Yukon","Fort Greely",NA,NA,1147,799,41,0,0,0,0,8,0,56,0,0,0,0,5,3,0,0,24,0,3,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,"1990"
1990,"Yukon","Fort Yukon",66.5647222,-145.2738889,580,397,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,114,NA,NA,"1990"
1990,"Yukon","Fox",64.9580556,-147.6183333,275,182,18,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,28,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Cook Inlet","Fox River",59.8583333,-150.9583333,382,12,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
1990,"Southeast","Freshwater Bay",57.8916667,-135.0794444,68,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,"1990"
